# Region type : patch bottomWall
# Faces       : 200000
# Area        : 4.800000e+01
# Scale factor: 1.000000e+00
# Time        	areaAverage(yPlus)
251.425       	2.184894e-01
251.4312      	2.184899e-01
251.4375      	2.184901e-01
251.4437      	2.184907e-01
251.45        	2.184916e-01
251.4562      	2.184924e-01
251.4625      	2.184935e-01
251.4687      	2.184949e-01
251.475       	2.184963e-01
251.4812      	2.184976e-01
251.4875      	2.184990e-01
251.4937      	2.185000e-01
251.5         	2.185016e-01
251.5062      	2.185034e-01
251.5125      	2.185059e-01
251.5187      	2.185083e-01
251.525       	2.185106e-01
251.5312      	2.185128e-01
251.5375      	2.185156e-01
251.5437      	2.185183e-01
251.55        	2.185211e-01
251.5562      	2.185244e-01
251.5625      	2.185281e-01
251.5687      	2.185318e-01
251.575       	2.185357e-01
251.5812      	2.185394e-01
251.5875      	2.185428e-01
251.5937      	2.185460e-01
251.6         	2.185494e-01
251.6062      	2.185533e-01
251.6125      	2.185572e-01
251.6187      	2.185613e-01
251.625       	2.185651e-01
251.6312      	2.185687e-01
251.6375      	2.185722e-01
251.6437      	2.185757e-01
251.65        	2.185792e-01
251.6562      	2.185830e-01
251.6625      	2.185868e-01
251.6687      	2.185904e-01
251.675       	2.185936e-01
251.6812      	2.185964e-01
251.6875      	2.185989e-01
251.6937      	2.186015e-01
251.7         	2.186052e-01
251.7062      	2.186086e-01
251.7125      	2.186116e-01
251.7187      	2.186149e-01
251.725       	2.186178e-01
251.7312      	2.186206e-01
251.7375      	2.186236e-01
251.7437      	2.186268e-01
251.75        	2.186301e-01
251.7562      	2.186339e-01
251.7625      	2.186381e-01
251.7687      	2.186423e-01
251.775       	2.186464e-01
251.7812      	2.186508e-01
251.7875      	2.186556e-01
251.7937      	2.186606e-01
251.8         	2.186657e-01
251.8062      	2.186711e-01
251.8125      	2.186766e-01
251.8187      	2.186821e-01
251.825       	2.186880e-01
251.8312      	2.186939e-01
251.8375      	2.187004e-01
251.8437      	2.187070e-01
251.85        	2.187138e-01
251.8562      	2.187207e-01
251.8625      	2.187275e-01
251.8687      	2.187343e-01
251.875       	2.187411e-01
251.8812      	2.187481e-01
251.8875      	2.187552e-01
251.8937      	2.187622e-01
251.9         	2.187695e-01
251.9062      	2.187769e-01
251.9125      	2.187843e-01
251.9187      	2.187919e-01
251.925       	2.187993e-01
251.9312      	2.188065e-01
251.9375      	2.188141e-01
251.9437      	2.188218e-01
251.95        	2.188299e-01
251.9562      	2.188380e-01
251.9625      	2.188456e-01
251.9687      	2.188534e-01
251.975       	2.188613e-01
251.9812      	2.188695e-01
251.9875      	2.188777e-01
251.9937      	2.188857e-01
252           	2.188944e-01
252.0062      	2.189027e-01
252.0125      	2.189110e-01
252.0187      	2.189194e-01
252.025       	2.189282e-01
252.0312      	2.189373e-01
252.0375      	2.189467e-01
252.0437      	2.189558e-01
252.05        	2.189647e-01
252.0562      	2.189737e-01
252.0625      	2.189827e-01
252.0687      	2.189921e-01
252.075       	2.190015e-01
252.0812      	2.190106e-01
252.0875      	2.190201e-01
252.0937      	2.190297e-01
252.1         	2.190391e-01
252.1062      	2.190486e-01
252.1125      	2.190581e-01
252.1187      	2.190675e-01
252.125       	2.190770e-01
252.1312      	2.190868e-01
252.1375      	2.190966e-01
252.1437      	2.191066e-01
252.15        	2.191162e-01
252.1562      	2.191255e-01
252.1625      	2.191343e-01
252.1687      	2.191431e-01
252.175       	2.191520e-01
252.1812      	2.191608e-01
252.1875      	2.191692e-01
252.1937      	2.191775e-01
252.2         	2.191858e-01
252.2062      	2.191939e-01
252.2125      	2.192021e-01
252.2187      	2.192103e-01
252.225       	2.192182e-01
252.2312      	2.192256e-01
252.2375      	2.192326e-01
252.2437      	2.192397e-01
252.25        	2.192469e-01
252.2562      	2.192538e-01
252.2625      	2.192606e-01
252.2687      	2.192670e-01
252.275       	2.192735e-01
252.2812      	2.192797e-01
252.2875      	2.192856e-01
252.2937      	2.192917e-01
252.3         	2.192970e-01
252.3062      	2.193019e-01
252.3125      	2.193071e-01
252.3187      	2.193123e-01
252.325       	2.193174e-01
252.3312      	2.193220e-01
252.3375      	2.193264e-01
252.3437      	2.193306e-01
252.35        	2.193347e-01
252.3562      	2.193385e-01
252.3625      	2.193422e-01
252.3687      	2.193461e-01
252.375       	2.193498e-01
252.3812      	2.193532e-01
252.3875      	2.193562e-01
252.3937      	2.193589e-01
252.4         	2.193612e-01
252.4062      	2.193639e-01
252.4125      	2.193667e-01
252.4187      	2.193695e-01
252.425       	2.193720e-01
252.4312      	2.193742e-01
252.4375      	2.193761e-01
252.4437      	2.193778e-01
252.45        	2.193798e-01
252.4562      	2.193820e-01
252.4625      	2.193840e-01
252.4687      	2.193855e-01
252.475       	2.193864e-01
252.4812      	2.193869e-01
252.4875      	2.193880e-01
252.4937      	2.193896e-01
252.5         	2.193912e-01
252.5062      	2.193922e-01
252.5125      	2.193926e-01
252.5187      	2.193924e-01
252.525       	2.193925e-01
252.5312      	2.193933e-01
252.5375      	2.193941e-01
252.5437      	2.193946e-01
252.55        	2.193947e-01
252.5562      	2.193943e-01
252.5625      	2.193936e-01
252.5687      	2.193931e-01
252.575       	2.193927e-01
252.5812      	2.193923e-01
252.5875      	2.193918e-01
252.5937      	2.193912e-01
252.6         	2.193902e-01
252.6062      	2.193888e-01
252.6125      	2.193870e-01
252.6187      	2.193858e-01
252.625       	2.193854e-01
252.6312      	2.193848e-01
252.6375      	2.193836e-01
252.6437      	2.193821e-01
252.65        	2.193808e-01
252.6562      	2.193798e-01
252.6625      	2.193788e-01
252.6687      	2.193783e-01
252.675       	2.193775e-01
252.6812      	2.193768e-01
252.6875      	2.193759e-01
252.6937      	2.193749e-01
252.7         	2.193738e-01
252.7062      	2.193727e-01
252.7125      	2.193718e-01
252.7187      	2.193715e-01
252.725       	2.193716e-01
252.7312      	2.193718e-01
252.7375      	2.193718e-01
252.7437      	2.193714e-01
252.75        	2.193710e-01
252.7562      	2.193707e-01
252.7625      	2.193705e-01
252.7687      	2.193707e-01
252.775       	2.193711e-01
252.7812      	2.193712e-01
252.7875      	2.193712e-01
252.7937      	2.193708e-01
252.8         	2.193705e-01
252.8062      	2.193698e-01
252.8125      	2.193693e-01
252.8187      	2.193684e-01
252.825       	2.193674e-01
252.8312      	2.193662e-01
252.8375      	2.193646e-01
252.8437      	2.193625e-01
252.85        	2.193600e-01
252.8562      	2.193576e-01
252.8625      	2.193553e-01
252.8687      	2.193529e-01
252.875       	2.193501e-01
252.8812      	2.193470e-01
252.8875      	2.193436e-01
252.8937      	2.193402e-01
252.9         	2.193369e-01
252.9062      	2.193336e-01
252.9125      	2.193303e-01
252.9187      	2.193267e-01
252.925       	2.193227e-01
252.9312      	2.193184e-01
252.9375      	2.193140e-01
252.9437      	2.193097e-01
252.95        	2.193055e-01
252.9562      	2.193016e-01
252.9625      	2.192977e-01
252.9687      	2.192935e-01
252.975       	2.192894e-01
252.9812      	2.192851e-01
252.9875      	2.192808e-01
252.9937      	2.192767e-01
253           	2.192728e-01
253.0062      	2.192693e-01
253.0125      	2.192659e-01
253.0187      	2.192624e-01
253.025       	2.192590e-01
253.0312      	2.192557e-01
253.0375      	2.192525e-01
253.0437      	2.192495e-01
253.05        	2.192468e-01
253.0562      	2.192440e-01
253.0625      	2.192420e-01
253.0687      	2.192401e-01
253.075       	2.192380e-01
253.0812      	2.192358e-01
253.0875      	2.192335e-01
253.0937      	2.192317e-01
253.1         	2.192301e-01
253.1062      	2.192289e-01
253.1125      	2.192281e-01
253.1187      	2.192276e-01
253.125       	2.192270e-01
253.1312      	2.192263e-01
253.1375      	2.192259e-01
253.1437      	2.192255e-01
253.15        	2.192254e-01
253.1562      	2.192256e-01
253.1625      	2.192260e-01
253.1687      	2.192267e-01
253.175       	2.192274e-01
253.1812      	2.192283e-01
253.1875      	2.192294e-01
253.1937      	2.192307e-01
253.2         	2.192321e-01
253.2062      	2.192333e-01
253.2125      	2.192344e-01
253.2187      	2.192357e-01
253.225       	2.192374e-01
253.2312      	2.192392e-01
253.2375      	2.192410e-01
253.2437      	2.192424e-01
253.25        	2.192437e-01
253.2562      	2.192452e-01
253.2625      	2.192469e-01
253.2687      	2.192485e-01
253.275       	2.192502e-01
253.2812      	2.192518e-01
253.2875      	2.192533e-01
253.2937      	2.192549e-01
253.3         	2.192567e-01
253.3062      	2.192584e-01
253.3125      	2.192599e-01
253.3187      	2.192614e-01
253.325       	2.192632e-01
253.3312      	2.192651e-01
253.3375      	2.192671e-01
253.3437      	2.192692e-01
253.35        	2.192712e-01
253.3562      	2.192736e-01
253.3625      	2.192758e-01
253.3687      	2.192778e-01
253.375       	2.192796e-01
253.3812      	2.192818e-01
253.3875      	2.192840e-01
253.3937      	2.192866e-01
253.4         	2.192892e-01
253.4062      	2.192915e-01
253.4125      	2.192934e-01
253.4187      	2.192949e-01
253.425       	2.192967e-01
253.4312      	2.192989e-01
253.4375      	2.193012e-01
253.4437      	2.193035e-01
253.45        	2.193055e-01
253.4562      	2.193073e-01
253.4625      	2.193093e-01
253.4687      	2.193114e-01
253.475       	2.193136e-01
253.4812      	2.193157e-01
253.4875      	2.193177e-01
253.4937      	2.193196e-01
253.5         	2.193220e-01
253.5062      	2.193241e-01
253.5125      	2.193261e-01
253.5187      	2.193282e-01
253.525       	2.193303e-01
253.5312      	2.193326e-01
253.5375      	2.193348e-01
253.5437      	2.193368e-01
253.55        	2.193386e-01
253.5562      	2.193401e-01
253.5625      	2.193417e-01
253.5687      	2.193433e-01
253.575       	2.193444e-01
253.5812      	2.193449e-01
253.5875      	2.193452e-01
253.5937      	2.193455e-01
253.6         	2.193459e-01
253.6062      	2.193461e-01
253.6125      	2.193458e-01
253.6187      	2.193449e-01
253.625       	2.193438e-01
253.6312      	2.193430e-01
253.6375      	2.193423e-01
253.6437      	2.193411e-01
253.65        	2.193403e-01
253.6562      	2.193395e-01
253.6625      	2.193388e-01
253.6687      	2.193381e-01
253.675       	2.193373e-01
253.6812      	2.193364e-01
253.6875      	2.193358e-01
253.6937      	2.193354e-01
253.7         	2.193351e-01
253.7062      	2.193351e-01
253.7125      	2.193351e-01
253.7187      	2.193349e-01
253.725       	2.193352e-01
253.7312      	2.193353e-01
253.7375      	2.193355e-01
253.7437      	2.193359e-01
253.75        	2.193365e-01
253.7562      	2.193371e-01
253.7625      	2.193376e-01
253.7687      	2.193381e-01
253.775       	2.193388e-01
253.7812      	2.193398e-01
253.7875      	2.193405e-01
253.7937      	2.193411e-01
253.8         	2.193417e-01
253.8062      	2.193422e-01
253.8125      	2.193430e-01
253.8187      	2.193439e-01
253.825       	2.193447e-01
253.8312      	2.193454e-01
253.8375      	2.193460e-01
253.8437      	2.193468e-01
253.85        	2.193477e-01
253.8562      	2.193485e-01
253.8625      	2.193493e-01
253.8687      	2.193504e-01
253.875       	2.193515e-01
253.8812      	2.193528e-01
253.8875      	2.193541e-01
253.8937      	2.193556e-01
253.9         	2.193574e-01
253.9062      	2.193593e-01
253.9125      	2.193612e-01
253.9187      	2.193634e-01
253.925       	2.193658e-01
253.9312      	2.193684e-01
253.9375      	2.193710e-01
253.9437      	2.193733e-01
253.95        	2.193757e-01
253.9562      	2.193782e-01
253.9625      	2.193808e-01
253.9687      	2.193835e-01
253.975       	2.193861e-01
253.9812      	2.193886e-01
253.9875      	2.193910e-01
253.9937      	2.193930e-01
254           	2.193948e-01
254.0062      	2.193968e-01
254.0125      	2.193991e-01
254.0187      	2.194015e-01
254.025       	2.194034e-01
254.0312      	2.194049e-01
254.0375      	2.194062e-01
254.0437      	2.194073e-01
254.05        	2.194088e-01
254.0562      	2.194106e-01
254.0625      	2.194126e-01
254.0687      	2.194146e-01
254.075       	2.194163e-01
254.0812      	2.194177e-01
254.0875      	2.194191e-01
254.0937      	2.194205e-01
254.1         	2.194221e-01
254.1062      	2.194239e-01
254.1125      	2.194259e-01
254.1187      	2.194277e-01
254.125       	2.194292e-01
254.1312      	2.194305e-01
254.1375      	2.194320e-01
254.1437      	2.194335e-01
254.15        	2.194348e-01
254.1562      	2.194361e-01
254.1625      	2.194372e-01
254.1687      	2.194382e-01
254.175       	2.194395e-01
254.1812      	2.194410e-01
254.1875      	2.194422e-01
254.1937      	2.194432e-01
254.2         	2.194442e-01
254.2062      	2.194454e-01
254.2125      	2.194464e-01
254.2187      	2.194472e-01
254.225       	2.194477e-01
254.2312      	2.194480e-01
254.2375      	2.194483e-01
254.2437      	2.194490e-01
254.25        	2.194496e-01
254.2562      	2.194498e-01
254.2625      	2.194498e-01
254.2687      	2.194496e-01
254.275       	2.194492e-01
254.2812      	2.194489e-01
254.2875      	2.194486e-01
254.2937      	2.194484e-01
254.3         	2.194482e-01
254.3062      	2.194478e-01
254.3125      	2.194473e-01
254.3187      	2.194462e-01
254.325       	2.194451e-01
254.3312      	2.194441e-01
254.3375      	2.194435e-01
254.3437      	2.194432e-01
254.35        	2.194426e-01
254.3562      	2.194419e-01
254.3625      	2.194414e-01
254.3687      	2.194409e-01
254.375       	2.194406e-01
254.3812      	2.194401e-01
254.3875      	2.194397e-01
254.3937      	2.194394e-01
254.4         	2.194392e-01
254.4062      	2.194396e-01
254.4125      	2.194401e-01
254.4187      	2.194411e-01
254.425       	2.194420e-01
254.4312      	2.194429e-01
254.4375      	2.194438e-01
254.4437      	2.194450e-01
254.45        	2.194467e-01
254.4562      	2.194488e-01
254.4625      	2.194512e-01
254.4687      	2.194537e-01
254.475       	2.194564e-01
254.4812      	2.194594e-01
254.4875      	2.194629e-01
254.4937      	2.194667e-01
254.5         	2.194707e-01
254.5062      	2.194746e-01
254.5125      	2.194786e-01
254.5187      	2.194831e-01
254.525       	2.194881e-01
254.5312      	2.194934e-01
254.5375      	2.194988e-01
254.5437      	2.195040e-01
254.55        	2.195094e-01
254.5562      	2.195149e-01
254.5625      	2.195206e-01
254.5687      	2.195263e-01
254.575       	2.195319e-01
254.5812      	2.195379e-01
254.5875      	2.195444e-01
254.5937      	2.195506e-01
254.6         	2.195567e-01
254.6062      	2.195629e-01
254.6125      	2.195690e-01
254.6187      	2.195750e-01
254.625       	2.195809e-01
254.6312      	2.195864e-01
254.6375      	2.195918e-01
254.6437      	2.195974e-01
254.65        	2.196031e-01
254.6562      	2.196085e-01
254.6625      	2.196133e-01
254.6687      	2.196177e-01
254.675       	2.196217e-01
254.6812      	2.196255e-01
254.6875      	2.196294e-01
254.6937      	2.196334e-01
254.7         	2.196370e-01
254.7062      	2.196400e-01
254.7125      	2.196427e-01
254.7187      	2.196453e-01
254.725       	2.196479e-01
254.7312      	2.196507e-01
254.7375      	2.196535e-01
254.7437      	2.196559e-01
254.75        	2.196578e-01
254.7562      	2.196594e-01
254.7625      	2.196610e-01
254.7687      	2.196622e-01
254.775       	2.196639e-01
254.7812      	2.196656e-01
254.7875      	2.196677e-01
254.7937      	2.196695e-01
254.8         	2.196714e-01
254.8062      	2.196732e-01
254.8125      	2.196745e-01
254.8187      	2.196758e-01
254.825       	2.196771e-01
254.8312      	2.196788e-01
254.8375      	2.196809e-01
254.8437      	2.196827e-01
254.85        	2.196846e-01
254.8562      	2.196861e-01
254.8625      	2.196875e-01
254.8687      	2.196888e-01
254.875       	2.196900e-01
254.8812      	2.196916e-01
254.8875      	2.196934e-01
254.8937      	2.196954e-01
254.9         	2.196972e-01
254.9062      	2.196991e-01
254.9125      	2.197009e-01
254.9187      	2.197030e-01
254.925       	2.197050e-01
254.9312      	2.197070e-01
254.9375      	2.197090e-01
254.9437      	2.197110e-01
254.95        	2.197136e-01
254.9562      	2.197165e-01
254.9625      	2.197193e-01
254.9687      	2.197221e-01
254.975       	2.197249e-01
254.9812      	2.197278e-01
254.9875      	2.197310e-01
254.9937      	2.197345e-01
255           	2.197376e-01
255.0062      	2.197410e-01
255.0125      	2.197446e-01
255.0187      	2.197486e-01
255.025       	2.197528e-01
255.0312      	2.197569e-01
255.0375      	2.197609e-01
255.0437      	2.197649e-01
255.05        	2.197697e-01
255.0562      	2.197745e-01
255.0625      	2.197793e-01
255.0687      	2.197840e-01
255.075       	2.197888e-01
255.0812      	2.197938e-01
255.0875      	2.197989e-01
255.0937      	2.198041e-01
255.1         	2.198094e-01
255.1062      	2.198143e-01
255.1125      	2.198190e-01
255.1187      	2.198238e-01
255.125       	2.198288e-01
255.1312      	2.198337e-01
255.1375      	2.198386e-01
255.1437      	2.198430e-01
255.15        	2.198475e-01
255.1562      	2.198517e-01
255.1625      	2.198558e-01
255.1687      	2.198599e-01
255.175       	2.198636e-01
255.1812      	2.198675e-01
255.1875      	2.198717e-01
255.1937      	2.198757e-01
255.2         	2.198793e-01
255.2062      	2.198828e-01
255.2125      	2.198865e-01
255.2187      	2.198908e-01
255.225       	2.198955e-01
255.2312      	2.199000e-01
255.2375      	2.199041e-01
255.2437      	2.199083e-01
255.25        	2.199127e-01
255.2562      	2.199177e-01
255.2625      	2.199226e-01
255.2687      	2.199272e-01
255.275       	2.199316e-01
255.2812      	2.199363e-01
255.2875      	2.199412e-01
255.2937      	2.199464e-01
255.3         	2.199516e-01
255.3062      	2.199563e-01
255.3125      	2.199611e-01
255.3187      	2.199660e-01
255.325       	2.199715e-01
255.3312      	2.199773e-01
255.3375      	2.199830e-01
255.3437      	2.199883e-01
255.35        	2.199932e-01
255.3562      	2.199988e-01
255.3625      	2.200052e-01
255.3687      	2.200115e-01
255.375       	2.200172e-01
255.3812      	2.200223e-01
255.3875      	2.200271e-01
255.3937      	2.200325e-01
255.4         	2.200387e-01
255.4062      	2.200448e-01
255.4125      	2.200499e-01
255.4187      	2.200544e-01
255.425       	2.200591e-01
255.4312      	2.200637e-01
255.4375      	2.200679e-01
255.4437      	2.200718e-01
255.45        	2.200755e-01
255.4562      	2.200794e-01
255.4625      	2.200828e-01
255.4687      	2.200861e-01
255.475       	2.200889e-01
255.4812      	2.200914e-01
255.4875      	2.200934e-01
255.4937      	2.200958e-01
255.5         	2.200980e-01
255.5062      	2.201000e-01
255.5125      	2.201015e-01
255.5187      	2.201033e-01
255.525       	2.201047e-01
255.5312      	2.201065e-01
255.5375      	2.201080e-01
255.5437      	2.201094e-01
255.55        	2.201114e-01
255.5562      	2.201130e-01
255.5625      	2.201146e-01
255.5687      	2.201161e-01
255.575       	2.201185e-01
255.5812      	2.201215e-01
255.5875      	2.201245e-01
255.5937      	2.201272e-01
255.6         	2.201300e-01
255.6062      	2.201334e-01
255.6125      	2.201373e-01
255.6187      	2.201416e-01
255.625       	2.201461e-01
255.6312      	2.201506e-01
255.6375      	2.201555e-01
255.6437      	2.201607e-01
255.65        	2.201659e-01
255.6562      	2.201714e-01
255.6625      	2.201773e-01
255.6687      	2.201830e-01
255.675       	2.201887e-01
255.6812      	2.201942e-01
255.6875      	2.202000e-01
255.6937      	2.202062e-01
255.7         	2.202126e-01
255.7062      	2.202189e-01
255.7125      	2.202248e-01
255.7187      	2.202308e-01
255.725       	2.202371e-01
255.7312      	2.202437e-01
255.7375      	2.202505e-01
255.7437      	2.202568e-01
255.75        	2.202631e-01
255.7562      	2.202696e-01
255.7625      	2.202764e-01
255.7687      	2.202833e-01
255.775       	2.202902e-01
255.7812      	2.202966e-01
255.7875      	2.203030e-01
255.7937      	2.203092e-01
255.8         	2.203155e-01
255.8062      	2.203220e-01
255.8125      	2.203286e-01
255.8187      	2.203353e-01
255.825       	2.203418e-01
255.8312      	2.203482e-01
255.8375      	2.203547e-01
255.8437      	2.203609e-01
255.85        	2.203672e-01
255.8562      	2.203736e-01
255.8625      	2.203805e-01
255.8687      	2.203872e-01
255.875       	2.203937e-01
255.8812      	2.204006e-01
255.8875      	2.204076e-01
255.8937      	2.204145e-01
255.9         	2.204214e-01
255.9062      	2.204282e-01
255.9125      	2.204348e-01
255.9187      	2.204418e-01
255.925       	2.204489e-01
255.9312      	2.204553e-01
255.9375      	2.204614e-01
255.9437      	2.204672e-01
255.95        	2.204730e-01
255.9562      	2.204786e-01
255.9625      	2.204837e-01
255.9687      	2.204887e-01
255.975       	2.204935e-01
255.9812      	2.204979e-01
255.9875      	2.205019e-01
255.9937      	2.205057e-01
256           	2.205093e-01
256.0062      	2.205125e-01
256.0125      	2.205154e-01
256.0187      	2.205181e-01
256.025       	2.205208e-01
256.0312      	2.205231e-01
256.0375      	2.205248e-01
256.0437      	2.205262e-01
256.05        	2.205274e-01
256.0562      	2.205286e-01
256.0625      	2.205294e-01
256.0687      	2.205301e-01
256.075       	2.205307e-01
256.0812      	2.205307e-01
256.0875      	2.205305e-01
256.0937      	2.205302e-01
256.1         	2.205298e-01
256.1062      	2.205296e-01
256.1125      	2.205293e-01
256.1187      	2.205289e-01
256.125       	2.205283e-01
256.1312      	2.205279e-01
256.1375      	2.205275e-01
256.1437      	2.205268e-01
256.15        	2.205256e-01
256.1562      	2.205243e-01
256.1625      	2.205229e-01
256.1687      	2.205220e-01
256.175       	2.205212e-01
256.1812      	2.205204e-01
256.1875      	2.205193e-01
256.1937      	2.205178e-01
256.2         	2.205161e-01
256.2062      	2.205146e-01
256.2125      	2.205132e-01
256.2187      	2.205119e-01
256.225       	2.205104e-01
256.2312      	2.205086e-01
256.2375      	2.205067e-01
256.2437      	2.205048e-01
256.25        	2.205031e-01
256.2563      	2.205016e-01
256.2625      	2.205002e-01
256.2688      	2.204985e-01
